show_id,show_date,year,venue,city,state,set,position,song,song_id,is_cover,original_artist,length_sec,show_gap,times_played,rarity_rating,crowd_rating,is_jamchart,transition,is_segue,tags
sample-002,2024-05-09,2024,Red Rocks Amphitheatre,Morrison,CO,2,5,Freight and Salvage,sample-freight,false,,775,0,2,0,,false,>,true,opener|jam
sample-002,2024-05-09,2024,Red Rocks Amphitheatre,Morrison,CO,2,6,Hammer and Tongs,sample-hammer,false,,854,0,1,0,,false,,false,closer
sample-002,2024-05-09,2024,Red Rocks Amphitheatre,Morrison,CO,E,1,One More Round,sample-one-more,false,,355,0,2,0,,false,,false,encore
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,1,1,First Light,sample-first-light,false,,582,1,2,0,,false,",",false,opener
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,1,2,Crosstown,sample-crosstown,false,,395,0,2,0,,false,",",false,
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,1,3,Honest Work,sample-honest-work,false,,329,0,1,0,,false,>,true,
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,1,4,Ember,sample-ember,false,,421,0,1,0,,false,",",false,
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,1,5,Slow Tide,sample-slow-tide,false,,285,0,3,0,,false,>,true,ballad
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,1,6,Tall Grass,sample-tall-grass,false,,718,1,2,0,,false,,false,closer
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,2,1,Dial Tone,sample-dial-tone,false,,483,0,3,0,,false,",",false,opener
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,2,2,Undertow,sample-undertow,false,,1367,1,2,0,,true,",",false,jam|peak
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,2,3,November Letters,sample-november,false,,270,0,3,0,,false,>,true,
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,2,4,Freight and Salvage,sample-freight,false,,883,0,3,0,,true,>,true,opener|jam
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,2,5,Ninth Ward,sample-ninth-ward,false,,378,0,1,0,,false,",",false,
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,2,6,Hammer and Tongs,sample-hammer,false,,649,0,2,0,,false,,false,closer
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,E,1,One More Round,sample-one-more,false,,328,0,3,0,,false,>,true,encore
sample-003,2024-05-14,2024,The Capitol Theatre,Port Chester,NY,E,2,Airplane Mode,sample-airplane,false,,609,0,1,0,,false,,false,encore
sample-004,2024-05-20,2024,Orpheum Theatre,Boston,MA,1,1,Radio Hymn,sample-radio-hymn,false,,348,1,2,0,,false,",",false,opener
sample-004,2024-05-20,2024,Orpheum Theatre,Boston,MA,1,2,Slow Tide,sample-slow-tide,false,,209,0,4,0,,false,",",false,ballad
sample-004,2024-05-20,2024,Orpheum Theatre,Boston,MA,1,3,Ember,sample-ember,false,,559,0,2,0,,false,",",false,
sample-004,2024-05-20,2024,Orpheum Theatre,Boston,MA,1,4,Porch Light,sample-porch-light,false,,294,0,1,0,,false,>,true,ballad
sample-004,2024-05-20,2024,Orpheum Theatre,Boston,MA,1,5,Last Call,sample-last-call,false,,829,1,3,0,,false,,false,closer
sample-004,2024-05-20,2024,Orpheum Theatre,Boston,MA,2,1,Cassette Summer,sample-cassette,false,,895,0,1,0,,true,",",false,opener|jam|peak
sample-004,2024-05-20,2024,Orpheum Theatre,Boston,MA,2,2,Undertow,sample-undertow,false,,1195,0,3,0,,false,",",false,jam|peak
sample-004,2024-05-20,2024,Orpheum Theatre,Boston,MA,2,3,November Letters,sample-november,false,,265,0,4,0,,true,",",false,
sample-004,2024-05-20,2024,Orpheum Theatre,Boston,MA,2,4,Honest Work,sample-honest-work,false,,396,0,2,0,,false,",",false,
sample-004,2024-05-20,2024,Orpheum Theatre,Boston,MA,2,5,Static in the Wire,sample-static,false,,512,1,3,0,,false,>,true,
sample-004,2024-05-20,2024,Orpheum Theatre,Boston,MA,2,6,Tall Grass,sample-tall-grass,false,,553,0,3,0,,false,,false,closer
sample-004,2024-05-20,2024,Orpheum Theatre,Boston,MA,E,1,One More Round,sample-one-more,false,,453,0,4,0,,false,,false,encore
sample-005,2024-05-25,2024,The Salt Shed,Chicago,IL,1,1,Dial Tone,sample-dial-tone,false,,540,1,4,0,,false,>,true,opener
sample-005,2024-05-25,2024,The Salt Shed,Chicago,IL,1,2,Honest Work,sample-honest-work,false,,361,0,3,0,,false,>,true,
sample-005,2024-05-25,2024,The Salt Shed,Chicago,IL,1,3,Porch Light,sample-porch-light,false,,258,0,2,0,,false,>,true,ballad
sample-005,2024-05-25,2024,The Salt Shed,Chicago,IL,1,4,November Letters,sample-november,false,,272,0,5,0,,false,",",false,
sample-005,2024-05-25,2024,The Salt Shed,Chicago,IL,1,5,Tall Grass,sample-tall-grass,false,,506,0,4,0,,false,,false,closer
sample-005,2024-05-25,2024,The Salt Shed,Chicago,IL,2,1,Radio Hymn,sample-radio-hymn,false,,399,0,3,0,,false,",",false,opener
sample-005,2024-05-25,2024,The Salt Shed,Chicago,IL,2,2,Undertow,sample-undertow,false,,1258,0,4,0,,false,",",false,jam|peak
sample-005,2024-05-25,2024,The Salt Shed,Chicago,IL,2,3,Slow Tide,sample-slow-tide,false,,260,0,5,0,,false,>,true,ballad
sample-005,2024-05-25,2024,The Salt Shed,Chicago,IL,2,4,Cassette Summer,sample-cassette,false,,882,0,2,0,,false,>,true,opener|jam|peak
sample-005,2024-05-25,2024,The Salt Shed,Chicago,IL,2,5,Blue Hour,sample-blue-hour,false,,442,2,3,0,,false,",",false,
sample-005,2024-05-25,2024,The Salt Shed,Chicago,IL,2,6,Last Call,sample-last-call,false,,840,0,4,0,,false,,false,closer
sample-005,2024-05-25,2024,The Salt Shed,Chicago,IL,E,1,Goodnight Marlene,sample-goodnight,true,The Marlenes,280,0,1,0,,false,,false,ballad|encore
sample-006,2024-05-31,2024,Ryman Auditorium,Nashville,TN,1,1,Dial Tone,sample-dial-tone,false,,497,0,5,0,,false,",",false,opener
sample-006,2024-05-31,2024,Ryman Auditorium,Nashville,TN,1,2,November Letters,sample-november,false,,230,0,6,0,,false,",",false,
sample-006,2024-05-31,2024,Ryman Auditorium,Nashville,TN,1,3,Ember,sample-ember,false,,561,1,3,0,,false,>,true,
sample-006,2024-05-31,2024,Ryman Auditorium,Nashville,TN,1,4,Porch Light,sample-porch-light,false,,274,0,3,0,,false,",",false,ballad
sample-006,2024-05-31,2024,Ryman Auditorium,Nashville,TN,1,5,Last Call,sample-last-call,false,,682,0,5,0,,false,,false,closer
sample-006,2024-05-31,2024,Ryman Auditorium,Nashville,TN,2,1,First Light,sample-first-light,false,,603,2,3,0,,false,",",false,opener
sample-006,2024-05-31,2024,Ryman Auditorium,Nashville,TN,2,2,Glass Canyon,sample-glass-canyon,false,,1128,0,1,0,,true,",",false,jam|peak
sample-006,2024-05-31,2024,Ryman Auditorium,Nashville,TN,2,3,Slow Tide,sample-slow-tide,false,,197,0,6,0,,false,",",false,ballad
sample-006,2024-05-31,2024,Ryman Auditorium,Nashville,TN,2,4,Static in the Wire,sample-static,false,,466,1,4,0,,false,",",false,
sample-006,2024-05-31,2024,Ryman Auditorium,Nashville,TN,2,5,Tall Grass,sample-tall-grass,false,,720,0,5,0,,false,,false,closer
sample-006,2024-05-31,2024,Ryman Auditorium,Nashville,TN,E,1,Goodnight Marlene,sample-goodnight,true,The Marlenes,359,0,2,0,,false,,false,ballad|encore
sample-007,2024-06-05,2024,The Anthem,Washington,DC,1,1,First Light,sample-first-light,false,,526,0,4,0,,false,",",false,opener
sample-007,2024-06-05,2024,The Anthem,Washington,DC,1,2,Porch Light,sample-porch-light,false,,214,0,4,0,,false,",",false,ballad
sample-007,2024-06-05,2024,The Anthem,Washington,DC,1,3,Paperweight,sample-paperweight,false,,518,0,1,0,,false,>,true,
sample-007,2024-06-05,2024,The Anthem,Washington,DC,1,4,Static in the Wire,sample-static,false,,506,0,5,0,,false,",",false,
sample-007,2024-06-05,2024,The Anthem,Washington,DC,1,5,Ember,sample-ember,false,,552,0,4,0,,false,",",false,
sample-007,2024-06-05,2024,The Anthem,Washington,DC,1,6,Last Call,sample-last-call,false,,587,0,6,0,,false,,false,closer
sample-007,2024-06-05,2024,The Anthem,Washington,DC,2,1,Radio Hymn,sample-radio-hymn,false,,438,1,4,0,,false,>,true,opener
sample-007,2024-06-05,2024,The Anthem,Washington,DC,2,2,Glass Canyon,sample-glass-canyon,false,,1495,0,2,0,,false,",",false,jam|peak
sample-007,2024-06-05,2024,The Anthem,Washington,DC,2,3,November Letters,sample-november,false,,297,0,7,0,,false,>,true,
sample-007,2024-06-05,2024,The Anthem,Washington,DC,2,4,Wildfire,sample-wildfire,false,,1007,0,1,0,,true,",",false,opener|jam|peak
sample-007,2024-06-05,2024,The Anthem,Washington,DC,2,5,Tall Grass,sample-tall-grass,false,,601,0,6,0,,false,,false,closer
sample-007,2024-06-05,2024,The Anthem,Washington,DC,E,1,One More Round,sample-one-more,false,,409,2,5,0,,false,>,true,encore
sample-007,2024-06-05,2024,The Anthem,Washington,DC,E,2,Cold Open,sample-cold-open,true,Bettye Vaughn,492,0,1,0,,true,,false,jam|encore
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,1,1,First Light,sample-first-light,false,,420,0,5,0,,false,",",false,opener
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,1,2,Paperweight,sample-paperweight,false,,346,0,2,0,,false,",",false,
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,1,3,Crosstown,sample-crosstown,false,,523,4,3,0,,false,",",false,
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,1,4,Ninth Ward,sample-ninth-ward,false,,464,4,2,0,,false,",",false,
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,1,5,Static in the Wire,sample-static,false,,527,0,6,0,,false,",",false,
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,1,6,Tall Grass,sample-tall-grass,false,,745,0,7,0,,false,,false,closer
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,2,1,Radio Hymn,sample-radio-hymn,false,,437,0,5,0,,false,>,true,opener
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,2,2,Undertow,sample-undertow,false,,1200,2,5,0,,false,",",false,jam|peak
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,2,3,Porch Light,sample-porch-light,false,,278,0,5,0,,false,",",false,ballad
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,2,4,Cassette Summer,sample-cassette,false,,940,2,3,0,,false,",",false,opener|jam|peak
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,2,5,Last Call,sample-last-call,false,,795,0,7,0,,false,,false,closer
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,E,1,One More Round,sample-one-more,false,,436,0,6,0,,false,",",false,encore
sample-008,2024-06-11,2024,Mission Ballroom,Denver,CO,E,2,Cold Open,sample-cold-open,true,Bettye Vaughn,483,0,2,0,,false,,false,jam|encore
sample-009,2024-06-16,2024,The Fillmore,San Francisco,CA,1,1,First Light,sample-first-light,false,,497,0,6,0,,false,",",false,opener
sample-009,2024-06-16,2024,The Fillmore,San Francisco,CA,1,2,Slow Tide,sample-slow-tide,false,,240,2,7,0,,false,",",false,ballad
sample-009,2024-06-16,2024,The Fillmore,San Francisco,CA,1,3,Ember,sample-ember,false,,507,1,5,0,,false,",",false,
sample-009,2024-06-16,2024,The Fillmore,San Francisco,CA,1,4,Paperweight,sample-paperweight,false,,456,0,3,0,,false,>,true,
sample-009,2024-06-16,2024,The Fillmore,San Francisco,CA,1,5,Hammer and Tongs,sample-hammer,false,,615,5,3,0,,false,,false,closer
sample-009,2024-06-16,2024,The Fillmore,San Francisco,CA,2,1,Cassette Summer,sample-cassette,false,,958,0,4,0,,true,",",false,opener|jam|peak
sample-009,2024-06-16,2024,The Fillmore,San Francisco,CA,2,2,Undertow,sample-undertow,false,,920,0,6,0,,false,",",false,jam|peak
sample-009,2024-06-16,2024,The Fillmore,San Francisco,CA,2,3,November Letters,sample-november,false,,296,1,8,0,,false,",",false,
sample-009,2024-06-16,2024,The Fillmore,San Francisco,CA,2,4,Ninth Ward,sample-ninth-ward,false,,384,0,3,0,,false,",",false,
sample-009,2024-06-16,2024,The Fillmore,San Francisco,CA,2,5,Honest Work,sample-honest-work,false,,413,3,4,0,,false,>,true,
sample-009,2024-06-16,2024,The Fillmore,San Francisco,CA,2,6,Tall Grass,sample-tall-grass,false,,697,0,8,0,,false,,false,closer
sample-009,2024-06-16,2024,The Fillmore,San Francisco,CA,E,1,Goodnight Marlene,sample-goodnight,true,The Marlenes,261,2,3,0,,false,,false,ballad|encore
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,1,1,Dial Tone,sample-dial-tone,false,,516,3,6,0,,false,",",false,opener
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,1,2,Ember,sample-ember,false,,430,0,6,0,,false,",",false,
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,1,3,Crosstown,sample-crosstown,false,,421,1,4,0,,false,>,true,
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,1,4,Honest Work,sample-honest-work,false,,435,0,5,0,,false,>,true,
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,1,5,Ninth Ward,sample-ninth-ward,false,,518,0,4,0,,false,>,true,
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,1,6,Last Call,sample-last-call,false,,621,1,8,0,,false,,false,closer
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,2,1,Freight and Salvage,sample-freight,false,,1023,6,4,0,,false,",",false,opener|jam
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,2,2,The Long Way Down,sample-long-way,false,,1118,7,2,0,,false,>,true,jam|peak
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,2,3,November Letters,sample-november,false,,224,0,9,0,,false,",",false,
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,2,4,Blue Hour,sample-blue-hour,false,,496,4,4,0,,false,",",false,
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,2,5,Wildfire,sample-wildfire,false,,916,2,2,0,,false,",",false,opener|jam|peak
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,2,6,Hammer and Tongs,sample-hammer,false,,604,0,4,0,,false,,false,closer
sample-010,2024-06-22,2024,Red Rocks Amphitheatre,Morrison,CO,E,1,One More Round,sample-one-more,false,,396,1,7,0,,false,,false,encore
sample-011,2024-06-27,2024,The Capitol Theatre,Port Chester,NY,1,1,Dial Tone,sample-dial-tone,false,,403,0,7,0,,false,",",false,opener
sample-011,2024-06-27,2024,The Capitol Theatre,Port Chester,NY,1,2,Crosstown,sample-crosstown,false,,472,0,5,0,,false,>,true,
sample-011,2024-06-27,2024,The Capitol Theatre,Port Chester,NY,1,3,November Letters,sample-november,false,,297,0,10,0,,false,",",false,
sample-011,2024-06-27,2024,The Capitol Theatre,Port Chester,NY,1,4,Ninth Ward,sample-ninth-ward,false,,498,0,5,0,,false,",",false,
sample-011,2024-06-27,2024,The Capitol Theatre,Port Chester,NY,1,5,Last Call,sample-last-call,false,,688,0,9,0,,false,,false,closer
sample-011,2024-06-27,2024,The Capitol Theatre,Port Chester,NY,2,1,Wildfire,sample-wildfire,false,,834,0,3,0,,false,",",false,opener|jam|peak
sample-011,2024-06-27,2024,The Capitol Theatre,Port Chester,NY,2,2,The Long Way Down,sample-long-way,false,,903,0,3,0,,false,",",false,jam|peak
sample-011,2024-06-27,2024,The Capitol Theatre,Port Chester,NY,2,3,Slow Tide,sample-slow-tide,false,,280,1,8,0,,false,>,true,ballad
sample-011,2024-06-27,2024,The Capitol Theatre,Port Chester,NY,2,4,Paperweight,sample-paperweight,false,,502,1,4,0,,false,>,true,
sample-011,2024-06-27,2024,The Capitol Theatre,Port Chester,NY,2,5,Hammer and Tongs,sample-hammer,false,,795,0,5,0,,false,,false,closer
sample-011,2024-06-27,2024,The Capitol Theatre,Port Chester,NY,E,1,Goodnight Marlene,sample-goodnight,true,The Marlenes,300,1,4,0,,false,,false,ballad|encore
sample-012,2024-07-03,2024,Orpheum Theatre,Boston,MA,1,1,First Light,sample-first-light,false,,486,2,7,0,,false,",",false,opener
sample-012,2024-07-03,2024,Orpheum Theatre,Boston,MA,1,2,Crosstown,sample-crosstown,false,,381,0,6,0,,false,>,true,
sample-012,2024-07-03,2024,Orpheum Theatre,Boston,MA,1,3,Honest Work,sample-honest-work,false,,418,1,6,0,,false,",",false,
sample-012,2024-07-03,2024,Orpheum Theatre,Boston,MA,1,4,Ninth Ward,sample-ninth-ward,false,,419,0,6,0,,false,>,true,
sample-012,2024-07-03,2024,Orpheum Theatre,Boston,MA,1,5,Last Call,sample-last-call,false,,646,0,10,0,,false,,false,closer
sample-012,2024-07-03,2024,Orpheum Theatre,Boston,MA,2,1,Radio Hymn,sample-radio-hymn,false,,440,3,6,0,,false,>,true,opener
sample-012,2024-07-03,2024,Orpheum Theatre,Boston,MA,2,2,The Long Way Down,sample-long-way,false,,1051,0,4,0,,true,",",false,jam|peak
sample-012,2024-07-03,2024,Orpheum Theatre,Boston,MA,2,3,November Letters,sample-november,false,,227,0,11,0,,false,>,true,
sample-012,2024-07-03,2024,Orpheum Theatre,Boston,MA,2,4,Ember,sample-ember,false,,400,1,7,0,,false,>,true,
sample-012,2024-07-03,2024,Orpheum Theatre,Boston,MA,2,5,Hammer and Tongs,sample-hammer,false,,772,0,6,0,,false,,false,closer
sample-012,2024-07-03,2024,Orpheum Theatre,Boston,MA,E,1,One More Round,sample-one-more,false,,366,1,8,0,,false,,false,encore
sample-013,2024-07-08,2024,The Salt Shed,Chicago,IL,1,1,Dial Tone,sample-dial-tone,false,,445,1,8,0,,false,>,true,opener
sample-013,2024-07-08,2024,The Salt Shed,Chicago,IL,1,2,Honest Work,sample-honest-work,false,,314,0,7,0,,true,",",false,
sample-013,2024-07-08,2024,The Salt Shed,Chicago,IL,1,3,Slow Tide,sample-slow-tide,false,,181,1,9,0,,false,",",false,ballad
sample-013,2024-07-08,2024,The Salt Shed,Chicago,IL,1,4,Crosstown,sample-crosstown,false,,396,0,7,0,,false,",",false,
sample-013,2024-07-08,2024,The Salt Shed,Chicago,IL,1,5,Last Call,sample-last-call,false,,837,0,11,0,,false,,false,closer
sample-013,2024-07-08,2024,The Salt Shed,Chicago,IL,2,1,Radio Hymn,sample-radio-hymn,false,,447,0,7,0,,false,>,true,opener
sample-013,2024-07-08,2024,The Salt Shed,Chicago,IL,2,2,Undertow,sample-undertow,false,,1059,3,7,0,,false,>,true,jam|peak
sample-013,2024-07-08,2024,The Salt Shed,Chicago,IL,2,3,November Letters,sample-november,false,,273,0,12,0,,false,",",false,
sample-013,2024-07-08,2024,The Salt Shed,Chicago,IL,2,4,Paperweight,sample-paperweight,false,,425,1,5,0,,false,>,true,
sample-013,2024-07-08,2024,The Salt Shed,Chicago,IL,2,5,Hammer and Tongs,sample-hammer,false,,561,0,7,0,,false,,false,closer
sample-013,2024-07-08,2024,The Salt Shed,Chicago,IL,E,1,Goodnight Marlene,sample-goodnight,true,The Marlenes,324,1,5,0,,false,,false,ballad|encore
sample-014,2024-07-14,2024,Ryman Auditorium,Nashville,TN,1,1,First Light,sample-first-light,false,,594,1,8,0,,true,",",false,opener
sample-014,2024-07-14,2024,Ryman Auditorium,Nashville,TN,1,2,November Letters,sample-november,false,,282,0,13,0,,false,",",false,
sample-014,2024-07-14,2024,Ryman Auditorium,Nashville,TN,1,3,Paperweight,sample-paperweight,false,,464,0,6,0,,false,",",false,
sample-014,2024-07-14,2024,Ryman Auditorium,Nashville,TN,1,4,Crosstown,sample-crosstown,false,,500,0,8,0,,false,>,true,
sample-014,2024-07-14,2024,Ryman Auditorium,Nashville,TN,1,5,Last Call,sample-last-call,false,,601,0,12,0,,false,,false,closer
sample-014,2024-07-14,2024,Ryman Auditorium,Nashville,TN,2,1,Dial Tone,sample-dial-tone,false,,386,0,9,0,,false,>,true,opener
sample-014,2024-07-14,2024,Ryman Auditorium,Nashville,TN,2,2,Undertow,sample-undertow,false,,1253,0,8,0,,false,>,true,jam|peak
sample-014,2024-07-14,2024,Ryman Auditorium,Nashville,TN,2,3,Porch Light,sample-porch-light,false,,251,5,6,0,,false,>,true,ballad
sample-014,2024-07-14,2024,Ryman Auditorium,Nashville,TN,2,4,Freight and Salvage,sample-freight,false,,820,3,5,0,,false,",",false,opener|jam
sample-014,2024-07-14,2024,Ryman Auditorium,Nashville,TN,2,5,Tall Grass,sample-tall-grass,false,,497,4,9,0,,false,,false,closer
sample-014,2024-07-14,2024,Ryman Auditorium,Nashville,TN,E,1,Goodnight Marlene,sample-goodnight,true,The Marlenes,278,0,6,0,,false,,false,ballad|encore
sample-015,2024-07-19,2024,The Anthem,Washington,DC,1,1,Dial Tone,sample-dial-tone,false,,436,0,10,0,,false,",",false,opener
sample-015,2024-07-19,2024,The Anthem,Washington,DC,1,2,Ember,sample-ember,false,,635,2,8,0,,false,",",false,
sample-015,2024-07-19,2024,The Anthem,Washington,DC,1,3,Ninth Ward,sample-ninth-ward,false,,470,2,7,0,,false,",",false,
sample-015,2024-07-19,2024,The Anthem,Washington,DC,1,4,Paperweight,sample-paperweight,false,,499,0,7,0,,false,>,true,
sample-015,2024-07-19,2024,The Anthem,Washington,DC,1,5,Last Call,sample-last-call,false,,651,0,13,0,,false,,false,closer
sample-015,2024-07-19,2024,The Anthem,Washington,DC,2,1,First Light,sample-first-light,false,,519,0,9,0,,false,",",false,opener
sample-015,2024-07-19,2024,The Anthem,Washington,DC,2,2,The Long Way Down,sample-long-way,false,,1273,2,5,0,,false,",",false,jam|peak
sample-015,2024-07-19,2024,The Anthem,Washington,DC,2,3,Slow Tide,sample-slow-tide,false,,274,1,10,0,,false,",",false,ballad
sample-015,2024-07-19,2024,The Anthem,Washington,DC,2,4,Wildfire,sample-wildfire,false,,744,3,4,0,,false,",",false,opener|jam|peak
sample-015,2024-07-19,2024,The Anthem,Washington,DC,2,5,Static in the Wire,sample-static,false,,382,6,7,0,,false,",",false,
sample-015,2024-07-19,2024,The Anthem,Washington,DC,2,6,Tall Grass,sample-tall-grass,false,,573,0,10,0,,false,,false,closer
sample-015,2024-07-19,2024,The Anthem,Washington,DC,E,1,One More Round,sample-one-more,false,,347,2,9,0,,false,,false,encore
sample-016,2024-07-25,2024,Mission Ballroom,Denver,CO,1,1,First Light,sample-first-light,false,,547,0,10,0,,false,>,true,opener
sample-016,2024-07-25,2024,Mission Ballroom,Denver,CO,1,2,Paperweight,sample-paperweight,false,,329,0,8,0,,false,",",false,
sample-016,2024-07-25,2024,Mission Ballroom,Denver,CO,1,3,Slow Tide,sample-slow-tide,false,,287,0,11,0,,false,",",false,ballad
sample-016,2024-07-25,2024,Mission Ballroom,Denver,CO,1,4,Ninth Ward,sample-ninth-ward,false,,491,0,8,0,,false,",",false,
sample-016,2024-07-25,2024,Mission Ballroom,Denver,CO,1,5,Last Call,sample-last-call,false,,733,0,14,0,,false,,false,closer
sample-016,2024-07-25,2024,Mission Ballroom,Denver,CO,2,1,Cassette Summer,sample-cassette,false,,624,6,5,0,,true,",",false,opener|jam|peak
sample-016,2024-07-25,2024,Mission Ballroom,Denver,CO,2,2,The Long Way Down,sample-long-way,false,,1084,0,6,0,,true,",",false,jam|peak
sample-016,2024-07-25,2024,Mission Ballroom,Denver,CO,2,3,November Letters,sample-november,false,,258,1,14,0,,false,>,true,
sample-016,2024-07-25,2024,Mission Ballroom,Denver,CO,2,4,Wildfire,sample-wildfire,false,,704,0,5,0,,false,>,true,opener|jam|peak
sample-016,2024-07-25,2024,Mission Ballroom,Denver,CO,2,5,Freight and Salvage,sample-freight,false,,952,1,6,0,,false,>,true,opener|jam
sample-016,2024-07-25,2024,Mission Ballroom,Denver,CO,2,6,Tall Grass,sample-tall-grass,false,,659,0,11,0,,false,,false,closer
sample-016,2024-07-25,2024,Mission Ballroom,Denver,CO,E,1,One More Round,sample-one-more,false,,454,0,10,0,,false,,false,encore
sample-017,2024-07-30,2024,The Fillmore,San Francisco,CA,1,1,Dial Tone,sample-dial-tone,false,,420,1,11,0,,false,>,true,opener
sample-017,2024-07-30,2024,The Fillmore,San Francisco,CA,1,2,Slow Tide,sample-slow-tide,false,,261,0,12,0,,false,",",false,ballad
